Gemeentecode,Solvabiliteit,Netto schuldquote (correctie),Belastingcapaciteit,Grondexploitatie,Structurele exploitatieruimte,Verslagsoort,Jaar,CombinedKey,Netto schuldquote
Beesel,0.523,-0.126,0.87,-0.009000000000000001,0.11,2022X005,2022-01-01,Beesel-2022X005,"-0,107"
Bergeijk,0.37,0.39,0.92,0.12,0.03,2022X005,2022-01-01,Bergeijk-2022X005,"0,4"
Bergen op Zoom,0.17800000000000002,0.602,1.065,0.063,0.057,2022X005,2022-01-01,Bergen op Zoom-2022X005,"0,607"
Berkelland,0.509,0.105,0.885,0.01,-0.006,2022X005,2022-01-01,Berkelland-2022X005,"0,38"
Bernheze,0.534,-0.083,0.856,0.047,0.043,2022X005,2022-01-01,Bernheze-2022X005,"-0,059"
Best,0.597,-0.243,0.935,0.159,0.069,2022X005,2022-01-01,Best-2022X005,"-0,208"
Beuningen,0.22,0.24,0.9990000000000001,0.13,0.018000000000000002,2022X005,2022-01-01,Beuningen-2022X005,"0,28"
Beverwijk,0.365,0.109,1.01,-0.019,0.08,2022X005,2022-01-01,Beverwijk-2022X005,"0,229"
Bladel,0.311,0.726,0.91,0.04,0.10300000000000001,2022X005,2022-01-01,Bladel-2022X005,"0,751"
Bloemendaal,0.565,0.18100000000000002,2.141,0.006,0.057,2022X005,2022-01-01,Bloemendaal-2022X005,"0,192"
Bodegraven-Reeuwijk,0.139,1.182,1.354,-0.036000000000000004,0.040999999999999995,2022X005,2022-01-01,Bodegraven-Reeuwijk-2022X005,"1,198"
Boekel,0.38,0.33,1.1,0.28,0.04,2022X005,2022-01-01,Boekel-2022X005,"0,33"
Borne,0.31,0.79,1.07,0.53,0.03,2022X005,2022-01-01,Borne-2022X005,"0,79"
Boxtel,0.336,0.131,1.05,0.17,0.055999999999999994,2022X005,2022-01-01,Boxtel-2022X005,"0,18"
Breda,0.21100000000000002,0.355,0.951,0.019,0.018000000000000002,2022X005,2022-01-01,Breda-2022X005,"0,531"
Bronckhorst,0.649,-0.212,1.12,-0.001,0.19899999999999998,2022X005,2022-01-01,Bronckhorst-2022X005,"-0,097"
Brummen,0.195,0.742,1.148,0.174,0.111,2022X005,2022-01-01,Brummen-2022X005,"0,676"
Brunssum,0.642,-0.048,0.894,0.001,-0.005,2022X005,2022-01-01,Brunssum-2022X005,"0,028"
Bunnik,0.5820000000000001,0.19899999999999998,1.33,-0.009000000000000001,0.04,2022X005,2022-01-01,Bunnik-2022X005,"0,199"
Bunschoten,0.42200000000000004,0.35200000000000004,0.818,0.161,0.013999999999999999,2022X005,2022-01-01,Bunschoten-2022X005,"0,398"
Buren,0.32,-0.01,1.36,0.02,0.052000000000000005,2022X005,2022-01-01,Buren-2022X005,"-0,01"
Capelle aan den IJssel,0.628,0.168,0.799,0.017,0.07400000000000001,2022X005,2022-01-01,Capelle aan den IJssel-2022X005,"0,17"
Cranendonck,0.428,0.318,1.03,-0.004,0.076,2022X005,2022-01-01,Cranendonck-2022X005,"0,352"
Culemborg,0.301,0.483,1.18,0.016,0.013000000000000001,2022X005,2022-01-01,Culemborg-2022X005,"0,676"
Dalfsen,0.5660000000000001,0.015,1.01,0.04,0.063,2022X005,2022-01-01,Dalfsen-2022X005,"0,065"
Dantumadiel,0.306,0.218,1.08,0.008,0.12,2022X005,2022-01-01,Dantumadiel-2022X005,"0,237"
De Bilt,0.20199999999999999,0.598,1.22,0.09300000000000001,0.027000000000000003,2022X005,2022-01-01,De Bilt-2022X005,"0,604"
De Fryske Marren,0.282,0.36,0.873,0.015,0.038,2022X005,2022-01-01,De Fryske Marren-2022X005,"0,391"
De Ronde Venen,0.305,0.435,1.03,-0.013000000000000001,0.037000000000000005,2022X005,2022-01-01,De Ronde Venen-2022X005,"0,455"
De Wolden,0.55,0.02,0.84,0.013999999999999999,0.004,2022X005,2022-01-01,De Wolden-2022X005,"0,1"
Delft,0.41,0.257,1.286,-0.013000000000000001,-0.062,2022X005,2022-01-01,Delft-2022X005,"0,422"
Deurne,0.34,0.27,1.09,0.07,0.11800000000000001,2022X005,2022-01-01,Deurne-2022X005,"0,29"
Deventer,0.39,0.35,0.95,0.11,0.105,2022X005,2022-01-01,Deventer-2022X005,"0,39"
Diemen,0.33799999999999997,0.32,1.05,-0.162,0.151,2022X005,2022-01-01,Diemen-2022X005,"0,33"
Dijk en Waard,0.353,0.28800000000000003,0.88,0.084,0.024,2022X005,2022-01-01,Dijk en Waard-2022X005,"0,307"
Dinkelland,0.519,0.091,0.9,0.006,0.051,2022X005,2022-01-01,Dinkelland-2022X005,"0,027"
Doesburg,0.65,-0.11,1.09,-0.01,0.08,2022X005,2022-01-01,Doesburg-2022X005,"0,08"
Doetinchem,0.3,0.51,0.91,0.13,0.1,2022X005,2022-01-01,Doetinchem-2022X005,"0,56"
Dongen,0.193,0.67,1.06,0.10800000000000001,0.08900000000000001,2022X005,2022-01-01,Dongen-2022X005,"0,72"
Dordrecht,0.703,-0.003,0.93,0.10400000000000001,0.019,2022X005,2022-01-01,Dordrecht-2022X005,"0,067"
Drechterland,0.545,-0.146,1.0,-0.08,0.05,2022X005,2022-01-01,Drechterland-2022X005,"-0,034"
Drimmelen,0.52,0.21,0.76,0.03,-0.01,2022X005,2022-01-01,Drimmelen-2022X005,"0,24"
Dronten,0.59,-0.47,0.88,0.03,0.017,2022X005,2022-01-01,Dronten-2022X005,"-0,4"
Druten,0.31,0.37,0.84,0.01,0.08,2022X005,2022-01-01,Druten-2022X005,"0,49"
Duiven,0.413,-0.077,0.986,0.07200000000000001,0.045,2022X005,2022-01-01,Duiven-2022X005,"-0,041"
Echt-Susteren,0.40299999999999997,0.335,0.877,0.013000000000000001,0.091,2022X005,2022-01-01,Echt-Susteren-2022X005,"0,374"
Edam-Volendam,0.494,0.377,0.8909999999999999,-0.077,0.068,2022X005,2022-01-01,Edam-Volendam-2022X005,"0,491"
Ede,0.33,0.26,0.82,0.18,0.06,2022X005,2022-01-01,Ede-2022X005,"0,38"
Eemnes,0.168,1.217,1.528,0.251,0.012,2022X005,2022-01-01,Eemnes-2022X005,"1,444"
Eemsdelta,0.183,0.287,1.001,0.048,0.008,2022X005,2022-01-01,Eemsdelta-2022X005,"0,276"
Eersel,0.603,-0.429,0.92,-0.038,-0.040999999999999995,2022X005,2022-01-01,Eersel-2022X005,"-0,429"
Eijsden-Margraten,0.171,1.12,1.18,-0.004,0.04,2022X005,2022-01-01,Eijsden-Margraten-2022X005,"1,24"
Eindhoven,0.43799999999999994,0.317,1.003,0.038,0.113,2022X005,2022-01-01,Eindhoven-2022X005,"0,329"
Elburg,0.51,0.03,0.61,0.09699999999999999,0.022000000000000002,2022X005,2022-01-01,Elburg-2022X005,"0,11"
Emmen,0.16399999999999998,0.894,1.016,0.065,0.131,2022X005,2022-01-01,Emmen-2022X005,"1,063"
Enkhuizen,0.19399999999999998,0.485,0.98,0.071,0.04,2022X005,2022-01-01,Enkhuizen-2022X005,"0,573"
Enschede,0.34,0.21,1.07,0.01,0.046,2022X005,2022-01-01,Enschede-2022X005,"0,25"
Epe,0.76,-0.192,0.83,-0.006999999999999999,0.075,2022X005,2022-01-01,Epe-2022X005,"-0,129"
Ermelo,0.35600000000000004,0.187,1.459,0.01,0.051,2022X005,2022-01-01,Ermelo-2022X005,"0,187"
Etten-Leur,0.22,0.627,0.9,0.14400000000000002,0.12,2022X005,2022-01-01,Etten-Leur-2022X005,"0,642"
Geertruidenberg,0.21600000000000003,0.341,0.95,0.042,0.004,2022X005,2022-01-01,Geertruidenberg-2022X005,"0,38"
Geldrop-Mierlo,0.284,0.6629999999999999,0.83,0.158,0.06,2022X005,2022-01-01,Geldrop-Mierlo-2022X005,"0,736"
Gennep,0.335,0.205,0.9470000000000001,0.025,0.054000000000000006,2022X005,2022-01-01,Gennep-2022X005,"0,22"
Gilze en Rijen,0.31,0.21100000000000002,0.75,0.083,0.04,2022X005,2022-01-01,Gilze en Rijen-2022X005,"0,23"
Goeree-Overflakkee,0.545,0.017,1.003,0.012,0.139,2022X005,2022-01-01,Goeree-Overflakkee-2022X005,"0,103"
Goes,0.3,0.64,0.98,-0.003,0.03,2022X005,2022-01-01,Goes-2022X005,"0,7"
Goirle,0.4,0.306,0.991,-0.022000000000000002,0.094,2022X005,2022-01-01,Goirle-2022X005,"0,355"
Gooise Meren,0.213,0.7120000000000001,1.062,0.047,0.051,2022X005,2022-01-01,Gooise Meren-2022X005,"0,714"
Gorinchem,0.409,0.527,0.9990000000000001,0.391,0.11199999999999999,2022X005,2022-01-01,Gorinchem-2022X005,"0,532"
Gouda,0.249,0.711,1.1909999999999998,0.022000000000000002,0.07,2022X005,2022-01-01,Gouda-2022X005,"0,714"
Groningen,0.08900000000000001,0.955,1.178,0.039,0.040999999999999995,2022X005,2022-01-01,Groningen-2022X005,"1,273"
Gulpen-Wittem,0.161,0.899,1.114,0.006,0.1,2022X005,2022-01-01,Gulpen-Wittem-2022X005,"0,945"
Haaksbergen,0.22699999999999998,0.267,1.13,0.004,0.08,2022X005,2022-01-01,Haaksbergen-2022X005,"0,332"
Haarlem,0.32799999999999996,0.564,1.11,0.01,0.07,2022X005,2022-01-01,Haarlem-2022X005,"0,58"
Haarlemmermeer,0.34600000000000003,0.7240000000000001,1.05,0.185,0.063,2022X005,2022-01-01,Haarlemmermeer-2022X005,"0,793"
Halderberge,0.215,0.632,1.014,0.061,0.09,2022X005,2022-01-01,Halderberge-2022X005,"0,65"
Hardenberg,0.46,0.4,0.94,0.04,0.04,2022X005,2022-01-01,Hardenberg-2022X005,"0,41"
Harderwijk,0.35100000000000003,0.6509999999999999,0.8390000000000001,0.495,0.039,2022X005,2022-01-01,Harderwijk-2022X005,"0,672"
Harlingen,0.35,0.617,0.892,0.016,0.016,2022X005,2022-01-01,Harlingen-2022X005,"0,625"
Hattem,0.162,0.61,1.11,0.037000000000000005,0.009000000000000001,2022X005,2022-01-01,Hattem-2022X005,"0,86"
Heemskerk,0.5710000000000001,0.11900000000000001,0.9670000000000001,-0.009000000000000001,0.044000000000000004,2022X005,2022-01-01,Heemskerk-2022X005,"0,153"
Heerde,0.35,0.41,1.16,0.02,0.09,2022X005,2022-01-01,Heerde-2022X005,"0,43"
Heerenveen,0.282,0.337,0.903,0.066,0.036000000000000004,2022X005,2022-01-01,Heerenveen-2022X005,"0,338"
Heerlen,0.127,0.7390000000000001,0.912,0.013999999999999999,0.037000000000000005,2022X005,2022-01-01,Heerlen-2022X005,"0,731"
Heeze-Leende,0.33399999999999996,0.174,1.05,-0.03,0.07,2022X005,2022-01-01,Heeze-Leende-2022X005,"0,396"
Heiloo,0.28600000000000003,0.36,1.08,0.052000000000000005,0.03,2022X005,2022-01-01,Heiloo-2022X005,"0,372"
Hellendoorn,0.22699999999999998,0.56,0.919,-0.005,0.038,2022X005,2022-01-01,Hellendoorn-2022X005,"0,597"
Helmond,0.532,0.207,0.97,0.297,0.039,2022X005,2022-01-01,Helmond-2022X005,"0,213"
Hendrik-Ido-Ambacht,0.284,0.807,0.99,0.5720000000000001,0.055,2022X005,2022-01-01,Hendrik-Ido-Ambacht-2022X005,"0,835"
Hengelo,0.163,0.493,0.863,0.135,0.043,2022X005,2022-01-01,Hengelo-2022X005,"1,234"
Het Hogeland,0.32,0.37,1.02,-0.01,0.12,2022X005,2022-01-01,Het Hogeland-2022X005,"0,43"
Heusden,0.295,0.505,0.88,0.28,0.081,2022X005,2022-01-01,Heusden-2022X005,"0,548"
Hillegom,0.722,-0.20199999999999999,1.178,-0.047,0.09699999999999999,2022X005,2022-01-01,Hillegom-2022X005,"-0,049"
Hilvarenbeek,0.228,0.547,1.02,0.16399999999999998,0.07,2022X005,2022-01-01,Hilvarenbeek-2022X005,"0,608"
Hilversum,0.249,0.532,1.02,0.018000000000000002,0.037000000000000005,2022X005,2022-01-01,Hilversum-2022X005,"0,593"
Hoogeveen,0.28,0.37,0.95,0.055999999999999994,0.11,2022X005,2022-01-01,Hoogeveen-2022X005,"0,41"
Hoorn,0.322,0.29,0.96,-0.042,0.069,2022X005,2022-01-01,Hoorn-2022X005,"0,472"
Horst aan de Maas,0.35,0.29,0.97,-0.01,0.13,2022X005,2022-01-01,Horst aan de Maas-2022X005,"0,35"
Houten,0.38,0.43,0.95,0.05,0.046,2022X005,2022-01-01,Houten-2022X005,"0,45"
Huizen,0.65,-0.63,1.05,0.01,0.07,2022X005,2022-01-01,Huizen-2022X005,"-0,24"
Hulst,0.418,0.294,0.9540000000000001,0.025,0.069,2022X005,2022-01-01,Hulst-2022X005,"0,3"
IJsselstein,0.301,0.10400000000000001,1.179,-0.002,0.075,2022X005,2022-01-01,IJsselstein-2022X005,"0,239"
Kaag en Braassem,0.42,0.373,1.14,0.07,0.1,2022X005,2022-01-01,Kaag en Braassem-2022X005,"0,488"
Kapelle,0.363,0.8340000000000001,0.96,0.05,0.07,2022X005,2022-01-01,Kapelle-2022X005,"0,868"
Katwijk,0.317,0.738,0.98,0.109,0.06,2022X005,2022-01-01,Katwijk-2022X005,"0,807"
Kerkrade,0.19699999999999998,0.5379999999999999,1.217,-0.008,0.009000000000000001,2022X005,2022-01-01,Kerkrade-2022X005,"0,674"
Koggenland,0.49700000000000005,0.109,0.835,0.023,0.025,2022X005,2022-01-01,Koggenland-2022X005,"0,155"
Krimpen aan den IJssel,0.465,0.252,1.173,0.078,0.055,2022X005,2022-01-01,Krimpen aan den IJssel-2022X005,"0,375"
Laarbeek,0.611,0.049,0.8759999999999999,0.264,0.154,2022X005,2022-01-01,Laarbeek-2022X005,"0,049"
Land van Cuijk,0.431,0.354,0.9,0.077,0.11,2022X005,2022-01-01,Land van Cuijk-2022X005,"0,389"
Landgraaf,0.39299999999999996,0.214,1.074,0.028999999999999998,0.025,2022X005,2022-01-01,Landgraaf-2022X005,"0,298"
Landsmeer,0.184,0.507,1.37,0.031,-0.02,2022X005,2022-01-01,Landsmeer-2022X005,"0,517"
Laren,0.156,0.218,1.4669999999999999,-0.028999999999999998,0.009000000000000001,2022X005,2022-01-01,Laren-2022X005,"0,57"
Leeuwarden,0.172,0.6459999999999999,0.845,0.25,0.035,2022X005,2022-01-01,Leeuwarden-2022X005,"0,654"
Leiden,0.312,0.9640000000000001,1.271,0.016,0.057,2022X005,2022-01-01,Leiden-2022X005,"0,997"
Leiderdorp,0.42200000000000004,0.292,1.396,-0.023,0.096,2022X005,2022-01-01,Leiderdorp-2022X005,"0,345"
Leidschendam-Voorburg,0.631,0.19,0.9359999999999999,0.155,0.032,2022X005,2022-01-01,Leidschendam-Voorburg-2022X005,"0,266"
Lelystad,0.284,0.10400000000000001,0.0,0.09,0.07,2022X005,2022-01-01,Lelystad-2022X005,"0,161"
Leudal,0.53,0.29,0.88,0.02,0.11,2022X005,2022-01-01,Leudal-2022X005,"0,33"
Leusden,0.534,0.084,0.86,0.043,0.07,2022X005,2022-01-01,Leusden-2022X005,"0,128"
Lingewaard,0.38799999999999996,0.303,1.131,-0.009000000000000001,0.023,2022X005,2022-01-01,Lingewaard-2022X005,"0,345"
Lochem,0.545,-0.06,1.0070000000000001,0.08,0.087,2022X005,2022-01-01,Lochem-2022X005,"0,007"
Loon op Zand,0.36700000000000005,0.247,0.981,0.012,0.109,2022X005,2022-01-01,Loon op Zand-2022X005,"0,259"
Losser,0.40700000000000003,0.316,1.0090000000000001,-0.015,0.057,2022X005,2022-01-01,Losser-2022X005,"0,369"
Maasgouw,0.45899999999999996,0.375,0.856,0.003,0.053,2022X005,2022-01-01,Maasgouw-2022X005,"0,467"
Maashorst,0.457,0.349,0.804,0.15,0.076,2022X005,2022-01-01,Maashorst-2022X005,"0,364"
Maassluis,0.402,0.348,1.23,0.003,0.061,2022X005,2022-01-01,Maassluis-2022X005,"0,392"
Medemblik,0.49,-0.08,0.98,0.018000000000000002,0.06,2022X005,2022-01-01,Medemblik-2022X005,"-0,054"
Meierijstad,0.415,0.377,0.956,0.27699999999999997,0.08900000000000001,2022X005,2022-01-01,Meierijstad-2022X005,"0,394"
Meppel,0.18600000000000003,0.6579999999999999,0.76,0.258,0.069,2022X005,2022-01-01,Meppel-2022X005,"0,715"
Midden-Delfland,0.38,1.22,1.16,0.1,0.04,2022X005,2022-01-01,Midden-Delfland-2022X005,"1,25"
Midden-Drenthe,0.39,0.299,0.84,0.031,0.18,2022X005,2022-01-01,Midden-Drenthe-2022X005,"0,4"
Midden-Groningen,0.145,0.425,1.03,0.004,0.062,2022X005,2022-01-01,Midden-Groningen-2022X005,"0,454"
Moerdijk,0.489,-0.10800000000000001,0.92,0.035,-0.002,2022X005,2022-01-01,Moerdijk-2022X005,"-0,008"
Molenlanden,0.612,-0.044000000000000004,0.9229999999999999,0.039,0.086,2022X005,2022-01-01,Molenlanden-2022X005,"0,018"
Montfoort,0.136,0.41200000000000003,1.246,-0.002,0.039,2022X005,2022-01-01,Montfoort-2022X005,"0,416"
Nederweert,0.52,-0.67,0.97,0.02,0.08,2022X005,2022-01-01,Nederweert-2022X005,"-0,65"
Nieuwegein,0.29,0.51,0.9,0.062,0.004,2022X005,2022-01-01,Nieuwegein-2022X005,"0,46"
Nieuwkoop,0.509,0.09,1.163,0.462,0.046,2022X005,2022-01-01,Nieuwkoop-2022X005,"0,151"
Nijkerk,0.419,0.446,0.75,0.233,0.049,2022X005,2022-01-01,Nijkerk-2022X005,"0,472"
Nijmegen,0.18600000000000003,0.48100000000000004,1.27,0.191,0.044000000000000004,2022X005,2022-01-01,Nijmegen-2022X005,"0,523"
Nissewaard,0.34299999999999997,0.445,0.96,0.11,0.052000000000000005,2022X005,2022-01-01,Nissewaard-2022X005,"0,496"
Noord-Beveland,0.608,0.04,0.875,-0.003,0.106,2022X005,2022-01-01,Noord-Beveland-2022X005,"0,059"
Noordoostpolder,0.7609999999999999,-0.382,0.93,0.092,0.1,2022X005,2022-01-01,Noordoostpolder-2022X005,"-0,358"
Noordwijk,0.602,0.24,1.138,0.098,0.10400000000000001,2022X005,2022-01-01,Noordwijk-2022X005,"0,336"
"Nuenen, Gerwen en Nederwetten",0.33399999999999996,1.0190000000000001,1.18,1.24,0.09,2022X005,2022-01-01,"Nuenen, Gerwen en Nederwetten-2022X005","1,062"
Nunspeet,0.614,0.11199999999999999,0.721,0.07,0.145,2022X005,2022-01-01,Nunspeet-2022X005,"0,143"
Oegstgeest,0.24100000000000002,0.611,1.534,-0.034,0.025,2022X005,2022-01-01,Oegstgeest-2022X005,"0,651"
Oirschot,0.55,0.22,0.92,0.006,0.04,2022X005,2022-01-01,Oirschot-2022X005,"0,23"
Oisterwijk,0.25,0.4,1.07,0.032,0.081,2022X005,2022-01-01,Oisterwijk-2022X005,"0,43"
Oldambt,0.387,0.146,0.966,0.002,-0.017,2022X005,2022-01-01,Oldambt-2022X005,"0,204"
Oldebroek,0.42,0.11,0.9,0.03,0.06,2022X005,2022-01-01,Oldebroek-2022X005,"0,18"
Olst-Wijhe,0.267,0.31,1.123,-0.015,0.086,2022X005,2022-01-01,Olst-Wijhe-2022X005,"0,475"
Oosterhout,0.613,0.275,0.909,0.051,0.034,2022X005,2022-01-01,Oosterhout-2022X005,"0,336"
Ooststellingwerf,0.64,0.14,0.89,0.01,0.06,2022X005,2022-01-01,Ooststellingwerf-2022X005,"0,2"
Opmeer,0.67,0.3,1.24,0.02,0.13,2022X005,2022-01-01,Opmeer-2022X005,"0,35"
Opsterland,0.374,0.086,0.915,-0.05,0.054000000000000006,2022X005,2022-01-01,Opsterland-2022X005,"0,086"
Oude IJsselstreek,0.231,0.772,0.9329999999999999,0.062,0.013000000000000001,2022X005,2022-01-01,Oude IJsselstreek-2022X005,"0,86"
Oudewater,0.209,0.54,1.23,0.10300000000000001,0.085,2022X005,2022-01-01,Oudewater-2022X005,"0,555"
Overbetuwe,0.261,0.6609999999999999,0.804,0.025,0.055,2022X005,2022-01-01,Overbetuwe-2022X005,"0,725"
Papendrecht,0.503,0.331,1.0,-0.013999999999999999,0.109,2022X005,2022-01-01,Papendrecht-2022X005,"0,499"
Peel en Maas,0.304,0.648,0.91,0.028999999999999998,0.04,2022X005,2022-01-01,Peel en Maas-2022X005,"0,721"
Pekela,0.586,-0.157,1.02,0.04,0.08800000000000001,2022X005,2022-01-01,Pekela-2022X005,"-0,156"
Pijnacker-Nootdorp,0.612,-0.149,1.052,0.022000000000000002,0.048,2022X005,2022-01-01,Pijnacker-Nootdorp-2022X005,"-0,149"
Purmerend,0.213,0.785,1.005,0.081,0.061,2022X005,2022-01-01,Purmerend-2022X005,"0,815"
Putten,0.631,-0.318,0.898,-0.017,0.127,2022X005,2022-01-01,Putten-2022X005,"-0,193"
Reimerswaal,0.51,0.25,0.93,-0.094,0.11,2022X005,2022-01-01,Reimerswaal-2022X005,"0,3"
Renswoude,0.17,1.2,1.01,0.17,-0.015,2022X005,2022-01-01,Renswoude-2022X005,"1,11"
Rheden,0.213,0.563,0.9,0.002,0.019,2022X005,2022-01-01,Rheden-2022X005,"0,596"
Rhenen,0.32799999999999996,0.504,1.055,0.005,0.063,2022X005,2022-01-01,Rhenen-2022X005,"0,587"
Ridderkerk,0.593,0.021,0.982,-0.046,0.012,2022X005,2022-01-01,Ridderkerk-2022X005,"0,061"
Rijssen-Holten,0.55,0.33799999999999997,0.6809999999999999,0.04,0.11599999999999999,2022X005,2022-01-01,Rijssen-Holten-2022X005,"0,351"
Rijswijk,0.22699999999999998,1.024,0.9990000000000001,0.40399999999999997,0.047,2022X005,2022-01-01,Rijswijk-2022X005,"1,027"
Roerdalen,0.46399999999999997,0.151,1.03,0.43,-0.04,2022X005,2022-01-01,Roerdalen-2022X005,"0,166"
Roermond,0.34600000000000003,0.35,0.996,0.015,-0.013000000000000001,2022X005,2022-01-01,Roermond-2022X005,"0,364"
Rotterdam,0.64,0.09699999999999999,1.01,-0.028999999999999998,0.017,2022X005,2022-01-01,Rotterdam-2022X005,"0,117"
Rucphen,0.547,0.405,0.958,0.132,0.059000000000000004,2022X005,2022-01-01,Rucphen-2022X005,"0,411"
Schagen,0.43,0.276,1.16,0.017,-0.023,2022X005,2022-01-01,Schagen-2022X005,"0,228"
Scherpenzeel,0.42100000000000004,0.17300000000000001,1.033,0.35200000000000004,-0.008,2022X005,2022-01-01,Scherpenzeel-2022X005,"0,346"
Schiedam,0.231,1.194,1.013,0.057,0.040999999999999995,2022X005,2022-01-01,Schiedam-2022X005,"1,239"
Schiermonnikoog,0.282,0.312,0.96,0.055,0.069,2022X005,2022-01-01,Schiermonnikoog-2022X005,"0,345"
Schouwen-Duiveland,0.272,0.387,1.234,0.02,0.096,2022X005,2022-01-01,Schouwen-Duiveland-2022X005,"0,414"
Sint-Michielsgestel,0.47700000000000004,-0.10400000000000001,1.093,0.09300000000000001,-0.03,2022X005,2022-01-01,Sint-Michielsgestel-2022X005,"-0,078"
Sittard-Geleen,0.18100000000000002,0.748,1.128,0.011000000000000001,0.084,2022X005,2022-01-01,Sittard-Geleen-2022X005,"0,772"
Sliedrecht,0.5,0.196,0.91,0.023,0.046,2022X005,2022-01-01,Sliedrecht-2022X005,"0,217"
Soest,0.45,0.16,0.97,0.03,0.06,2022X005,2022-01-01,Soest-2022X005,"0,16"
Someren,0.71,0.07,0.9,-0.069,0.042,2022X005,2022-01-01,Someren-2022X005,"-0,31"
Staphorst,0.83,-0.5,0.87,0.08,0.08,2022X005,2022-01-01,Staphorst-2022X005,"-0,48"
Steenbergen,0.474,-0.14300000000000002,1.114,-0.115,0.002,2022X005,2022-01-01,Steenbergen-2022X005,"-0,086"
Steenwijkerland,0.354,0.302,0.72,0.03,0.057,2022X005,2022-01-01,Steenwijkerland-2022X005,"0,36"
Stein,0.27,0.76,1.03,0.024,0.078,2022X005,2022-01-01,Stein-2022X005,"0,8"
Stichtse Vecht,0.21,0.63,1.021,0.002,0.001,2022X005,2022-01-01,Stichtse Vecht-2022X005,"0,64"
Súdwest-Fryslân,0.248,0.39,0.8740000000000001,0.019,0.026000000000000002,2022X005,2022-01-01,Súdwest-Fryslân-2022X005,"0,466"
Terneuzen,0.34700000000000003,0.484,0.9059999999999999,0.031,0.142,2022X005,2022-01-01,Terneuzen-2022X005,"0,491"
Terschelling,0.3,0.32,0.85,0.09,-0.01,2022X005,2022-01-01,Terschelling-2022X005,"0,29"
Texel,0.337,0.525,0.95,0.043,0.07,2022X005,2022-01-01,Texel-2022X005,"0,571"
Teylingen,0.541,-0.021,0.932,0.027000000000000003,0.016,2022X005,2022-01-01,Teylingen-2022X005,"0,117"
Tholen,0.39,0.2,0.98,0.03,0.07,2022X005,2022-01-01,Tholen-2022X005,"0,23"
Tilburg,0.643,0.223,0.69,0.032,0.03,2022X005,2022-01-01,Tilburg-2022X005,"0,262"
Tubbergen,0.613,-0.004,0.84,-0.01,0.047,2022X005,2022-01-01,Tubbergen-2022X005,"-0,033"
Tynaarlo,0.48,0.35,0.81,0.1,0.08,2022X005,2022-01-01,Tynaarlo-2022X005,"0,36"
Tytsjerksteradiel,0.488,0.022000000000000002,1.072,0.008,0.085,2022X005,2022-01-01,Tytsjerksteradiel-2022X005,"0,046"
Uitgeest,0.325,0.342,1.1059999999999999,-0.024,0.057,2022X005,2022-01-01,Uitgeest-2022X005,"0,386"
Urk,0.3,0.87,0.99,0.66,0.057,2022X005,2022-01-01,Urk-2022X005,"0,97"
Utrecht,0.382,0.589,1.092,0.046,0.013000000000000001,2022X005,2022-01-01,Utrecht-2022X005,"0,604"
Utrechtse Heuvelrug,0.172,0.7120000000000001,1.265,0.025,0.121,2022X005,2022-01-01,Utrechtse Heuvelrug-2022X005,"0,726"
Vaals,0.267,0.418,1.16,0.115,0.10300000000000001,2022X005,2022-01-01,Vaals-2022X005,"0,418"
Valkenburg aan de Geul,0.638,-0.308,0.94,0.006,0.05,2022X005,2022-01-01,Valkenburg aan de Geul-2022X005,"-0,294"
Valkenswaard,0.33,0.439,1.16,-0.006999999999999999,0.03,2022X005,2022-01-01,Valkenswaard-2022X005,"0,461"
Veenendaal,0.34,0.56,0.83,0.016,0.024,2022X005,2022-01-01,Veenendaal-2022X005,"0,62"
Veere,0.33,0.26,0.88,0.04,0.09300000000000001,2022X005,2022-01-01,Veere-2022X005,"0,35"
Veldhoven,0.282,0.765,0.89,0.406,0.05,2022X005,2022-01-01,Veldhoven-2022X005,"0,783"
Velsen,0.218,0.518,1.047,0.043,0.064,2022X005,2022-01-01,Velsen-2022X005,"0,542"
Venlo,0.344,0.19899999999999998,0.9620000000000001,0.05,0.11,2022X005,2022-01-01,Venlo-2022X005,"0,26"
Venray,0.38,0.38,0.9,-0.01,0.07,2022X005,2022-01-01,Venray-2022X005,"0,48"
Vlaardingen,0.215,0.73,0.893,0.059000000000000004,0.077,2022X005,2022-01-01,Vlaardingen-2022X005,"0,737"
Vlissingen,0.03,0.486,0.97,0.04,0.06,2022X005,2022-01-01,Vlissingen-2022X005,"0,497"
Voorne aan Zee,0.456,0.598,1.071,0.084,-0.016,2022X005,2022-01-01,Voorne aan Zee-2022X005,"0,653"
Voorschoten,0.428,0.157,1.524,0.059000000000000004,0.063,2022X005,2022-01-01,Voorschoten-2022X005,"0,208"
Voorst,0.261,0.606,1.13,0.09699999999999999,0.049,2022X005,2022-01-01,Voorst-2022X005,"0,611"
Vught,0.433,0.625,1.23,0.034,0.135,2022X005,2022-01-01,Vught-2022X005,"0,633"
Waadhoeke,0.42,0.07,1.04,0.1,0.04,2022X005,2022-01-01,Waadhoeke-2022X005,"0,09"
Waalre,0.212,0.35200000000000004,0.9890000000000001,0.124,0.038,2022X005,2022-01-01,Waalre-2022X005,"0,375"
Waalwijk,0.42,0.669,0.7859999999999999,0.027999999999999997,0.064,2022X005,2022-01-01,Waalwijk-2022X005,"0,776"
