Gemeentecode,Solvabiliteit,Netto schuldquote (correctie),Belastingcapaciteit,Grondexploitatie,Structurele exploitatieruimte,Verslagsoort,Jaar,CombinedKey,Netto schuldquote
Almere,0.376,0.47200000000000003,1.053,0.215,-0.017,2021X005,2021-01-01,Almere-2021X005,"0,487"
Alphen aan den Rijn,0.524,0.233,0.006,0.09,0.016,2021X005,2021-01-01,Alphen aan den Rijn-2021X005,"0,354"
Alphen-Chaam,0.29,0.51,1.16,0.05,0.03,2021X005,2021-01-01,Alphen-Chaam-2021X005,"0,56"
Altena,0.302,0.58,0.912,0.091,0.013999999999999999,2021X005,2021-01-01,Altena-2021X005,"0,621"
Ameland,0.43200000000000005,0.68,0.802,0.07,0.092,2021X005,2021-01-01,Ameland-2021X005,"0,68"
Amstelveen,0.63,-0.06,1.01,-0.01,0.14,2021X005,2021-01-01,Amstelveen-2021X005,"-0,06"
Apeldoorn,0.28300000000000003,0.56,0.972,0.01,0.045,2021X005,2021-01-01,Apeldoorn-2021X005,"0,615"
Arnhem,0.22,0.66,1.02,0.06,0.08,2021X005,2021-01-01,Arnhem-2021X005,"0,72"
Assen,0.31,0.82,0.88,0.09,0.024,2021X005,2021-01-01,Assen-2021X005,"0,83"
Asten,0.44,-0.32,1.02,0.03,0.07,2021X005,2021-01-01,Asten-2021X005,"-0,32"
Barendrecht,0.247,0.905,1.136,0.052000000000000005,-0.037000000000000005,2021X005,2021-01-01,Barendrecht-2021X005,"0,905"
Beekdaelen,0.6459999999999999,0.032,1.115,0.027000000000000003,0.055,2021X005,2021-01-01,Beekdaelen-2021X005,"0,015"
Beesel,0.47,0.02,0.83,0.02,-0.03,2021X005,2021-01-01,Beesel-2021X005,"0,06"
Bergeijk,0.36700000000000005,0.392,0.92,0.155,0.006999999999999999,2021X005,2021-01-01,Bergeijk-2021X005,"0,398"
Bergen (L.),0.21,0.77,0.977,0.019,0.043,2021X005,2021-01-01,Bergen (L.)-2021X005,"0,75"
Berkelland,0.493,0.098,1.167,0.025,-0.006999999999999999,2021X005,2021-01-01,Berkelland-2021X005,"0,418"
Bernheze,0.39799999999999996,0.244,0.985,0.08800000000000001,0.022000000000000002,2021X005,2021-01-01,Bernheze-2021X005,"0,276"
Best,0.71,-0.16,0.951,0.315,0.034,2021X005,2021-01-01,Best-2021X005,"-0,109"
Blaricum,0.765,-1.147,1.474,-0.16699999999999998,0.08800000000000001,2021X005,2021-01-01,Blaricum-2021X005,"-1,117"
Bloemendaal,0.517,0.262,1.954,0.004,0.005,2021X005,2021-01-01,Bloemendaal-2021X005,"0,275"
Bodegraven-Reeuwijk,0.102,1.3880000000000001,1.431,0.019,-0.03,2021X005,2021-01-01,Bodegraven-Reeuwijk-2021X005,"1,406"
Borger-Odoorn,0.39,0.32,1.19,0.02,0.05,2021X005,2021-01-01,Borger-Odoorn-2021X005,"0,36"
Borsele,0.506,-0.01,1.0659999999999998,-0.032,0.087,2021X005,2021-01-01,Borsele-2021X005,"0,058"
Boxtel,0.24600000000000002,0.242,0.972,0.11699999999999999,0.051,2021X005,2021-01-01,Boxtel-2021X005,"0,296"
Breda,0.185,0.406,0.978,0.039,-0.01,2021X005,2021-01-01,Breda-2021X005,"0,608"
Bronckhorst,0.607,-0.14300000000000002,1.19,0.002,0.22899999999999998,2021X005,2021-01-01,Bronckhorst-2021X005,"-0,017"
Brummen,0.11800000000000001,0.976,1.153,0.183,0.09699999999999999,2021X005,2021-01-01,Brummen-2021X005,"0,903"
Brunssum,0.6409999999999999,-0.026000000000000002,1.035,0.27,0.05,2021X005,2021-01-01,Brunssum-2021X005,"0,061"
Bunnik,0.5589999999999999,0.14300000000000002,1.4240000000000002,-0.01,0.004,2021X005,2021-01-01,Bunnik-2021X005,"0,143"
Bunschoten,0.312,0.433,0.887,0.10300000000000001,0.013000000000000001,2021X005,2021-01-01,Bunschoten-2021X005,"0,477"
Buren,0.27,0.0,1.37,0.06,0.042,2021X005,2021-01-01,Buren-2021X005,0
Capelle aan den IJssel,0.645,0.19,0.763,0.07,0.017,2021X005,2021-01-01,Capelle aan den IJssel-2021X005,"0,191"
Cranendonck,0.251,0.55,1.07,-0.001,-0.011000000000000001,2021X005,2021-01-01,Cranendonck-2021X005,"0,56"
Culemborg,0.3,0.42,1.08,0.096,0.013999999999999999,2021X005,2021-01-01,Culemborg-2021X005,"0,67"
Dantumadiel,0.23,0.36,1.11,0.02,0.16,2021X005,2021-01-01,Dantumadiel-2021X005,"0,38"
De Ronde Venen,0.31,0.49,1.0,-0.003,0.005,2021X005,2021-01-01,De Ronde Venen-2021X005,"0,51"
De Wolden,0.59,0.06,0.93,0.013000000000000001,0.002,2021X005,2021-01-01,De Wolden-2021X005,"0,18"
Delft,0.392,0.247,1.062,-0.013000000000000001,0.057999999999999996,2021X005,2021-01-01,Delft-2021X005,"0,393"
Den Haag,0.381,0.281,0.858,0.006999999999999999,0.004,2021X005,2021-01-01,Den Haag-2021X005,"0,348"
Den Helder,0.18,0.42,1.01,0.03,0.03,2021X005,2021-01-01,Den Helder-2021X005,"0,64"
Deurne,0.3,0.4,1.1,0.09,0.033,2021X005,2021-01-01,Deurne-2021X005,"0,4"
Deventer,0.31,0.45,1.01,0.15,0.083,2021X005,2021-01-01,Deventer-2021X005,"0,54"
Diemen,0.2,0.19,1.09,-0.11,0.035,2021X005,2021-01-01,Diemen-2021X005,"0,2"
Dijk en Waard,0.295,0.45,1.02,0.065,0.05,2021X005,2021-01-01,Dijk en Waard-2021X005,"0,475"
Dinkelland,0.5,0.185,1.0,0.045,0.004,2021X005,2021-01-01,Dinkelland-2021X005,"0,123"
Doesburg,0.684,0.111,1.11,0.004,0.052000000000000005,2021X005,2021-01-01,Doesburg-2021X005,"-0,001"
Dongen,0.127,0.83,1.09,0.145,0.038,2021X005,2021-01-01,Dongen-2021X005,"0,9"
Dordrecht,0.68,-0.08,0.93,0.1,-0.001,2021X005,2021-01-01,Dordrecht-2021X005,"-0,03"
Dronten,0.56,-0.27,0.91,0.5,0.011000000000000001,2021X005,2021-01-01,Dronten-2021X005,"-0,22"
Druten,0.3,0.48,0.96,0.04,0.04,2021X005,2021-01-01,Druten-2021X005,"0,62"
Duiven,0.364,0.028999999999999998,1.001,0.099,0.040999999999999995,2021X005,2021-01-01,Duiven-2021X005,"0,083"
Echt-Susteren,0.359,0.406,0.9740000000000001,0.006999999999999999,0.027999999999999997,2021X005,2021-01-01,Echt-Susteren-2021X005,"0,362"
Edam-Volendam,0.514,0.316,0.9670000000000001,-0.11800000000000001,0.062,2021X005,2021-01-01,Edam-Volendam-2021X005,"0,445"
Ede,0.2,0.54,0.91,0.28,-0.01,2021X005,2021-01-01,Ede-2021X005,"0,75"
Eemnes,0.16399999999999998,1.14,1.3,0.21899999999999997,-0.114,2021X005,2021-01-01,Eemnes-2021X005,"1,408"
Eemsdelta,0.165,0.381,1.035,0.013999999999999999,0.005,2021X005,2021-01-01,Eemsdelta-2021X005,"0,387"
Eersel,0.555,-0.364,1.0,0.032,0.024,2021X005,2021-01-01,Eersel-2021X005,"-0,362"
Eindhoven,0.395,0.395,0.977,0.07400000000000001,0.083,2021X005,2021-01-01,Eindhoven-2021X005,"0,409"
Elburg,0.588,0.129,0.92,0.063,0.022000000000000002,2021X005,2021-01-01,Elburg-2021X005,"0,198"
Emmen,0.09300000000000001,0.99,1.013,0.059000000000000004,0.061,2021X005,2021-01-01,Emmen-2021X005,"1,17"
Enkhuizen,0.18,0.62,1.03,0.01,-0.03,2021X005,2021-01-01,Enkhuizen-2021X005,"0,72"
Enschede,0.311,0.28300000000000003,1.05,0.018000000000000002,0.068,2021X005,2021-01-01,Enschede-2021X005,"0,334"
Epe,0.79,-0.157,0.84,-0.002,0.069,2021X005,2021-01-01,Epe-2021X005,"-0,096"
Ermelo,0.42200000000000004,0.045,1.0490000000000002,0.004,0.083,2021X005,2021-01-01,Ermelo-2021X005,"0,045"
Etten-Leur,0.26,0.45,1.01,0.01,0.13,2021X005,2021-01-01,Etten-Leur-2021X005,"0,46"
Geertruidenberg,0.207,0.467,0.98,-0.011000000000000001,-0.011000000000000001,2021X005,2021-01-01,Geertruidenberg-2021X005,"0,513"
Gemert-Bakel,0.147,0.7,1.14,0.22,0.08,2021X005,2021-01-01,Gemert-Bakel-2021X005,"0,98"
Gennep,0.259,0.474,0.977,0.004,0.028999999999999998,2021X005,2021-01-01,Gennep-2021X005,"0,492"
Gilze en Rijen,0.26,0.41,0.8,0.19,0.04,2021X005,2021-01-01,Gilze en Rijen-2021X005,"0,44"
Goeree-Overflakkee,0.491,0.126,0.9940000000000001,0.032,0.004,2021X005,2021-01-01,Goeree-Overflakkee-2021X005,"0,214"
Goirle,0.32799999999999996,0.451,1.054,-0.033,0.021,2021X005,2021-01-01,Goirle-2021X005,"0,447"
Gooise Meren,0.213,0.742,,0.049,,2021X005,2021-01-01,Gooise Meren-2021X005,"0,98"
Gorinchem,0.371,0.667,1.036,0.40700000000000003,0.04,2021X005,2021-01-01,Gorinchem-2021X005,"0,672"
Gouda,0.185,0.768,1.306,0.051,0.026000000000000002,2021X005,2021-01-01,Gouda-2021X005,"0,771"
Groningen,0.08,1.34,1.171,0.046,0.021,2021X005,2021-01-01,Groningen-2021X005,"1,37"
Gulpen-Wittem,0.12,0.99,0.92,0.01,0.05,2021X005,2021-01-01,Gulpen-Wittem-2021X005,"0,99"
Haaksbergen,0.12300000000000001,0.41,1.18,0.021,0.026000000000000002,2021X005,2021-01-01,Haaksbergen-2021X005,"0,48"
Haarlem,0.26,0.68,1.15,0.02,0.03,2021X005,2021-01-01,Haarlem-2021X005,"0,7"
Haarlemmermeer,0.34299999999999997,0.81,1.042,0.22699999999999998,0.045,2021X005,2021-01-01,Haarlemmermeer-2021X005,"0,884"
Halderberge,0.19399999999999998,0.687,1.025,0.057,0.038,2021X005,2021-01-01,Halderberge-2021X005,"0,007"
Harderwijk,0.31,0.583,0.873,0.508,0.035,2021X005,2021-01-01,Harderwijk-2021X005,"0,599"
Hardinxveld-Giessendam,0.47700000000000004,0.204,1.0979999999999999,0.009000000000000001,0.188,2021X005,2021-01-01,Hardinxveld-Giessendam-2021X005,"0,222"
Harlingen,0.307,0.66,0.861,0.023,0.023,2021X005,2021-01-01,Harlingen-2021X005,"0,67"
Hattem,0.17600000000000002,0.62,1.09,0.027000000000000003,0.048,2021X005,2021-01-01,Hattem-2021X005,"0,9"
Heerenveen,0.259,0.466,1.1840000000000002,0.122,0.059000000000000004,2021X005,2021-01-01,Heerenveen-2021X005,"0,468"
Heerlen,0.096,0.7609999999999999,0.9740000000000001,0.021,0.016,2021X005,2021-01-01,Heerlen-2021X005,"0,754"
Helmond,0.517,0.17300000000000001,0.963,0.318,0.046,2021X005,2021-01-01,Helmond-2021X005,"0,221"
Hendrik-Ido-Ambacht,0.29,0.96,1.07,0.71,0.006999999999999999,2021X005,2021-01-01,Hendrik-Ido-Ambacht-2021X005,1
Hengelo,0.133,0.684,0.935,0.18899999999999997,0.024,2021X005,2021-01-01,Hengelo-2021X005,"1,565"
Het Hogeland,0.23,0.39,1.03,-0.01,0.047,2021X005,2021-01-01,Het Hogeland-2021X005,"0,46"
Heumen,0.22,0.32,1.08,0.023,-0.006,2021X005,2021-01-01,Heumen-2021X005,"0,5"
Heusden,0.264,0.763,0.93,0.43,0.039,2021X005,2021-01-01,Heusden-2021X005,"0,081"
Hillegom,0.682,0.037000000000000005,1.0759999999999998,0.07,-0.024,2021X005,2021-01-01,Hillegom-2021X005,"0,182"
Hilvarenbeek,0.27,0.46,0.97,0.1,0.03,2021X005,2021-01-01,Hilvarenbeek-2021X005,"0,51"
Hilversum,0.22,0.67,1.02,0.02,0.008,2021X005,2021-01-01,Hilversum-2021X005,"0,74"
Hoogeveen,0.16,0.56,0.97,0.069,0.055999999999999994,2021X005,2021-01-01,Hoogeveen-2021X005,"0,987"
Hoorn,0.27,0.36,0.86,-0.03,0.05,2021X005,2021-01-01,Hoorn-2021X005,"0,55"
Horst aan de Maas,0.26,0.41,1.03,0.01,0.08,2021X005,2021-01-01,Horst aan de Maas-2021X005,"0,48"
Houten,0.35,0.55,1.05,0.12,0.001,2021X005,2021-01-01,Houten-2021X005,"0,57"
Hulst,0.32,0.405,1.0490000000000002,0.024,0.049,2021X005,2021-01-01,Hulst-2021X005,"0,412"
IJsselstein,0.282,0.184,1.165,-0.006,0.046,2021X005,2021-01-01,IJsselstein-2021X005,"0,333"
Kaag en Braassem,0.34,0.59,1.18,0.11,0.09,2021X005,2021-01-01,Kaag en Braassem-2021X005,"0,7"
Kampen,0.28300000000000003,0.684,0.8370000000000001,0.017,-0.034,2021X005,2021-01-01,Kampen-2021X005,"0,622"
Katwijk,0.31,0.8,0.93,0.06,0.002,2021X005,2021-01-01,Katwijk-2021X005,"0,88"
Kerkrade,0.17600000000000002,0.602,1.0959999999999999,-0.004,0.047,2021X005,2021-01-01,Kerkrade-2021X005,"0,745"
Krimpenerwaard,0.33,0.15,1.06,-0.01,0.003,2021X005,2021-01-01,Krimpenerwaard-2021X005,"0,21"
Laarbeek,0.5720000000000001,0.131,0.966,0.264,0.11,2021X005,2021-01-01,Laarbeek-2021X005,"0,131"
Land van Cuijk,0.37,0.489,0.977,0.075,0.044000000000000004,2021X005,2021-01-01,Land van Cuijk-2021X005,"0,517"
Landgraaf,0.406,0.209,1.0759999999999998,0.028999999999999998,0.037000000000000005,2021X005,2021-01-01,Landgraaf-2021X005,"0,289"
Landsmeer,0.17,0.65,1.04,0.03,-0.02,2021X005,2021-01-01,Landsmeer-2021X005,"0,65"
Lansingerland,0.55,0.2,1.19,0.55,-0.02,2021X005,2021-01-01,Lansingerland-2021X005,"0,21"
Laren,0.092,0.53,1.507,0.011000000000000001,-0.025,2021X005,2021-01-01,Laren-2021X005,"0,994"
Leeuwarden,0.158,0.711,0.955,0.251,0.048,2021X005,2021-01-01,Leeuwarden-2021X005,"0,725"
Leiden,0.308,0.995,1.196,0.002,0.063,2021X005,2021-01-01,Leiden-2021X005,"1,03"
Leidschendam-Voorburg,0.6409999999999999,0.14,0.997,0.163,0.017,2021X005,2021-01-01,Leidschendam-Voorburg-2021X005,"0,222"
Lelystad,0.213,0.45899999999999996,0.0,0.247,0.034,2021X005,2021-01-01,Lelystad-2021X005,"0,484"
Lingewaard,0.36,0.32,1.083,0.005,0.05,2021X005,2021-01-01,Lingewaard-2021X005,"0,36"
Lochem,0.54,-0.05,1.15,0.12,0.06,2021X005,2021-01-01,Lochem-2021X005,"0,03"
Loon op Zand,0.294,0.299,1.183,0.006,0.07200000000000001,2021X005,2021-01-01,Loon op Zand-2021X005,"0,41"
Lopik,0.38,0.273,1.35,,0.065,2021X005,2021-01-01,Lopik-2021X005,"0,31"
Losser,0.355,0.42100000000000004,1.08,0.003,-0.003,2021X005,2021-01-01,Losser-2021X005,"0,419"
Maasgouw,0.45799999999999996,0.36700000000000005,0.9059999999999999,0.004,0.031,2021X005,2021-01-01,Maasgouw-2021X005,"0,47"
Maashorst,0.431,0.294,0.9279999999999999,0.15,0.059000000000000004,2021X005,2021-01-01,Maashorst-2021X005,"0,326"
Maassluis,0.36700000000000005,0.426,1.09,0.024,-0.015,2021X005,2021-01-01,Maassluis-2021X005,"0,452"
Maastricht,0.26,0.55,1.05,0.02,0.05,2021X005,2021-01-01,Maastricht-2021X005,"0,7"
Medemblik,0.38,0.11,0.99,0.03,0.03,2021X005,2021-01-01,Medemblik-2021X005,"0,15"
Meierijstad,0.376,0.479,0.945,0.35700000000000004,0.045,2021X005,2021-01-01,Meierijstad-2021X005,"0,507"
Meppel,0.1,0.8,0.89,0.24,0.008,2021X005,2021-01-01,Meppel-2021X005,"0,88"
Midden-Delfland,0.387,1.171,1.274,0.115,0.10800000000000001,2021X005,2021-01-01,Midden-Delfland-2021X005,"1,198"
Midden-Drenthe,0.4,0.47,0.86,0.04,0.046,2021X005,2021-01-01,Midden-Drenthe-2021X005,"0,4"
Midden-Groningen,0.113,0.593,1.036,0.013000000000000001,0.037000000000000005,2021X005,2021-01-01,Midden-Groningen-2021X005,"0,626"
Moerdijk,0.56,-0.08,0.96,0.14,-0.05,2021X005,2021-01-01,Moerdijk-2021X005,"0,02"
Molenlanden,0.609,-0.081,1.0290000000000001,0.024,0.037000000000000005,2021X005,2021-01-01,Molenlanden-2021X005,"-0,016"
Montfoort,0.113,0.48,1.247,-0.002,0.008,2021X005,2021-01-01,Montfoort-2021X005,"0,485"
Neder-Betuwe,0.44,0.33,1.14,0.11,0.03,2021X005,2021-01-01,Neder-Betuwe-2021X005,"0,34"
Nieuwegein,0.31,0.64,0.95,0.034,0.002,2021X005,2021-01-01,Nieuwegein-2021X005,"0,58"
Nieuwkoop,0.479,0.142,1.193,0.441,0.03,2021X005,2021-01-01,Nieuwkoop-2021X005,"0,199"
Nijkerk,0.41,0.51,0.82,0.23,-0.006,2021X005,2021-01-01,Nijkerk-2021X005,"0,49"
Nijmegen,0.2,0.58,1.03,0.29,-0.016,2021X005,2021-01-01,Nijmegen-2021X005,"0,64"
Nissewaard,0.297,0.506,0.96,0.11,-0.084,2021X005,2021-01-01,Nissewaard-2021X005,"0,557"
Noord-Beveland,0.562,0.132,0.9209999999999999,0.04,0.08199999999999999,2021X005,2021-01-01,Noord-Beveland-2021X005,"0,168"
Noordoostpolder,0.75,-0.27,0.9420000000000001,0.009000000000000001,0.032,2021X005,2021-01-01,Noordoostpolder-2021X005,"-0,25"
Noordwijk,0.575,0.23600000000000002,1.122,0.129,0.067,2021X005,2021-01-01,Noordwijk-2021X005,"0,353"
"Nuenen, Gerwen en Nederwetten",0.3,1.07,1.18,1.17,0.03,2021X005,2021-01-01,"Nuenen, Gerwen en Nederwetten-2021X005","1,12"
Nunspeet,0.654,0.115,0.614,0.145,0.07400000000000001,2021X005,2021-01-01,Nunspeet-2021X005,"0,115"
Oegstgeest,0.276,0.6940000000000001,1.41,-0.051,0.03,2021X005,2021-01-01,Oegstgeest-2021X005,"0,741"
Oisterwijk,0.25,0.47,1.08,0.06,0.054000000000000006,2021X005,2021-01-01,Oisterwijk-2021X005,"0,49"
Oldambt,0.359,0.19399999999999998,1.032,0.005,0.054000000000000006,2021X005,2021-01-01,Oldambt-2021X005,"0,256"
Olst-Wijhe,0.262,0.41,1.1740000000000002,0.04,-0.012,2021X005,2021-01-01,Olst-Wijhe-2021X005,"0,556"
Oosterhout,0.596,0.35600000000000004,0.94,0.054000000000000006,0.001,2021X005,2021-01-01,Oosterhout-2021X005,"0,341"
Ooststellingwerf,0.41,0.24,0.9,0.03,0.04,2021X005,2021-01-01,Ooststellingwerf-2021X005,"0,3"
Opmeer,0.66,0.27,1.26,0.06,0.09,2021X005,2021-01-01,Opmeer-2021X005,"0,28"
Opsterland,0.307,0.198,0.9309999999999999,0.021,0.105,2021X005,2021-01-01,Opsterland-2021X005,"0,198"
Oude IJsselstreek,0.196,0.83,0.972,0.07,0.013999999999999999,2021X005,2021-01-01,Oude IJsselstreek-2021X005,"0,922"
Oudewater,0.16,0.63,1.2,0.045,0.11,2021X005,2021-01-01,Oudewater-2021X005,"0,64"
Overbetuwe,0.23,0.816,0.8240000000000001,0.018000000000000002,0.051,2021X005,2021-01-01,Overbetuwe-2021X005,"0,816"
Papendrecht,0.43700000000000006,0.41200000000000003,0.98,-0.026000000000000002,0.059000000000000004,2021X005,2021-01-01,Papendrecht-2021X005,"0,587"
Pekela,0.52,0.036000000000000004,1.07,0.08,0.07400000000000001,2021X005,2021-01-01,Pekela-2021X005,"0,041"
Pijnacker-Nootdorp,0.5760000000000001,-0.04,1.16,0.028999999999999998,0.017,2021X005,2021-01-01,Pijnacker-Nootdorp-2021X005,"-0,04"
Purmerend,0.218,0.767,1.1840000000000002,0.066,0.05,2021X005,2021-01-01,Purmerend-2021X005,"0,816"
Putten,0.621,-0.309,0.852,-0.001,0.076,2021X005,2021-01-01,Putten-2021X005,"-0,162"
Reimerswaal,0.49,0.32,1.02,-0.06,0.03,2021X005,2021-01-01,Reimerswaal-2021X005,"0,35"
Renswoude,0.4,1.2,1.19,0.18,0.042,2021X005,2021-01-01,Renswoude-2021X005,"1,1"
Rheden,0.19,0.62,0.9,0.002,0.018000000000000002,2021X005,2021-01-01,Rheden-2021X005,"0,66"
Rhenen,0.35,0.56,1.12,0.001,0.055999999999999994,2021X005,2021-01-01,Rhenen-2021X005,"0,67"
Ridderkerk,0.586,-0.009000000000000001,0.968,-0.03,0.016,2021X005,2021-01-01,Ridderkerk-2021X005,"0,003"
Rijssen-Holten,0.49,0.37,0.792,0.04,0.011000000000000001,2021X005,2021-01-01,Rijssen-Holten-2021X005,"0,42"
Rijswijk,0.23600000000000002,1.044,1.117,0.002,0.053,2021X005,2021-01-01,Rijswijk-2021X005,"1,11"
Roerdalen,0.452,0.14,1.042,-0.011000000000000001,0.019,2021X005,2021-01-01,Roerdalen-2021X005,"0,156"
Rotterdam,0.56,0.209,1.02,-0.027000000000000003,0.055999999999999994,2021X005,2021-01-01,Rotterdam-2021X005,"0,237"
Rozendaal,0.79,-1.0,1.23,-0.12,0.05,2021X005,2021-01-01,Rozendaal-2021X005,-1
Rucphen,0.493,0.385,0.988,0.132,0.022000000000000002,2021X005,2021-01-01,Rucphen-2021X005,"0,39"
Scherpenzeel,0.47,0.13,1.08,0.022000000000000002,0.028999999999999998,2021X005,2021-01-01,Scherpenzeel-2021X005,"0,28"
Schiermonnikoog,0.29,0.52,0.97,0.06,0.016,2021X005,2021-01-01,Schiermonnikoog-2021X005,"0,58"
